item_id,declaration_id,year,customs_office_code,customs_office_name,regime,registration_serial,registration_number,reference_number,registration_date,hs_code,commercial_description,country_of_origin,country_of_origin_code,country_of_export,country_of_export_code,country_of_destination,country_of_destination_code,uom,qty_by_uom,actual_unit_price,price_basis,local_amount,sup_amount,invoice_amount,net_weight,gross_weight,status,specification_code,warehouse_code,exit_office_code,exit_officer_id,operation_name,operation_date,encrypted_declarant_cr,encrypted_consignee_cr,encrypted_exporter_cr,declaration_date,year_month,hs_clean,hs2,hs6,is_reexport,trade_type,local_amount_clean,invoice_amount_clean,sup_amount_clean,net_weight_clean,gross_weight_clean,partner_country_code,active_cr,hs_desc
2020-2601-3-10186-1,2020-2601-3-10186,2020,2601,Dry Port - Hidd,EX,3,10186,87478,1/19/2020,9018390000,Medical syringes and needles,BH,BH,BH,BH,CN,CN,NMB,184.0,0.27,FOB,18.68,4.56,49.68,774.08,835.71,Held,4,8,2601,917,,,CR_HASH_204,,CR_HASH_019,2020-01-19,2020-01,901839000000,90,901839,True,Re-export,18.68,49.68,4.56,774.08,835.71,CN,CR_HASH_019,Medical syringes and needles
2020-2601-3-10187-1,2020-2601-3-10187,2020,2601,Dry Port - Hidd,IM,3,10187,62989,12/17/2020,8703221000,Passenger cars 1000-1500cc,AE,AE,AE,AE,BH,BH,NMB,186.0,16424.26,FOB,1148647.05,4.49,3054912.36,495.53,538.24,Released,6,7,2601,568,,,CR_HASH_248,CR_HASH_005,,2020-12-17,2020-12,870322100000,87,870322,False,Import,1148647.05,3054912.36,4.49,495.53,538.24,AE,CR_HASH_005,Passenger cars 1000-1500cc
2020-2601-3-10188-1,2020-2601-3-10188,2020,2601,Dry Port - Hidd,IM,3,10188,36194,3/8/2020,1006301000,Long-grain milled rice,SA,SA,DE,DE,BH,BH,KGM,1125.46,1.31,EXW,554.36,3.78,1474.35,1125.46,1327.41,Held,9,8,2601,104,,,CR_HASH_144,CR_HASH_013,,2020-03-08,2020-03,100630100000,10,100630,False,Import,554.36,1474.35,3.78,1125.46,1327.41,SA,CR_HASH_013,Long-grain milled rice
2020-2501-8-10189-1,2020-2501-8-10189,2020,2501,Bahrain International Airport,EX,8,10189,46819,8/31/2020,8471300000,Portable laptop computers,BH,BH,BH,BH,SA,SA,NMB,198.0,423.11,FOB,31499.69,0.98,83775.78,771.51,917.36,Released,3,3,2501,855,,,CR_HASH_052,,CR_HASH_020,2020-08-31,2020-08,847130000000,84,847130,True,Re-export,31499.69,83775.78,0.98,771.51,917.36,SA,CR_HASH_020,Portable laptop computers
2020-2601-9-10190-1,2020-2601-9-10190,2020,2601,Dry Port - Hidd,EX,9,10190,37160,9/9/2020,2710192100,Gas oils for diesel engines,BH,BH,BH,BH,JP,JP,LTR,5296.63,0.74,FOB,1473.74,2.51,3919.51,4046.75,4598.01,Released,4,5,2601,524,,,CR_HASH_097,,CR_HASH_023,2020-09-09,2020-09,271019210000,27,271019,True,Re-export,1473.74,3919.51,2.51,4046.75,4598.01,JP,CR_HASH_023,Gas oils for diesel engines
2020-2701-3-10191-1,2020-2701-3-10191,2020,2701,Khalifa Bin Salman Port,EX,3,10191,23814,4/23/2020,8703221000,Passenger cars 1000-1500cc,BH,BH,BH,BH,US,US,NMB,25.0,21356.71,CIF,200753.07,1.78,533917.75,162.61,191.56,Released,8,7,2701,423,,,CR_HASH_118,,CR_HASH_014,2020-04-23,2020-04,870322100000,87,870322,True,Re-export,200753.07,533917.75,1.78,162.61,191.56,US,CR_HASH_014,Passenger cars 1000-1500cc
2020-2701-7-10192-1,2020-2701-7-10192,2020,2701,Khalifa Bin Salman Port,EX,7,10192,26120,3/28/2020,8517120000,Cellular telephones,BH,BH,BH,BH,US,US,NMB,51.0,662.26,CIF,12699.5,4.19,33775.26,360.47,431.86,Released,1,9,2701,453,,,CR_HASH_124,,CR_HASH_043,2020-03-28,2020-03,851712000000,85,851712,True,Re-export,12699.5,33775.26,4.19,360.47,431.86,US,CR_HASH_043,Cellular telephones
2020-2801-8-10193-1,2020-2801-8-10193,2020,2801,King Fahd Causeway,EX,8,10193,30695,12/8/2020,6109100000,Cotton t-shirts,BH,BH,BH,BH,SA,SA,NMB,134.0,7.04,FOB,354.7,3.39,943.36,537.75,636.63,Released,8,9,2801,166,,,CR_HASH_133,,CR_HASH_016,2020-12-08,2020-12,610910000000,61,610910,True,Re-export,354.7,943.36,3.39,537.75,636.63,SA,CR_HASH_016,Cotton t-shirts
2020-2601-3-10194-1,2020-2601-3-10194,2020,2601,Dry Port - Hidd,IM,3,10194,82669,3/31/2020,9018390000,Medical syringes and needles,AE,AE,AE,AE,BH,BH,NMB,28.0,0.44,CIF,4.63,2.35,12.32,130.86,147.46,Released,4,2,2601,328,,,CR_HASH_004,CR_HASH_046,,2020-03-31,2020-03,901839000000,90,901839,False,Import,4.63,12.32,2.35,130.86,147.46,AE,CR_HASH_046,Medical syringes and needles
2020-2801-8-10195-1,2020-2801-8-10195,2020,2801,King Fahd Causeway,IM,8,10195,51402,9/28/2020,2710192100,Gas oils for diesel engines,CN,CN,CN,CN,BH,BH,LTR,8172.41,1.1,EXW,3380.11,2.88,8989.65,6675.38,7281.55,Released,3,7,2801,183,,,CR_HASH_035,CR_HASH_030,,2020-09-28,2020-09,271019210000,27,271019,False,Import,3380.11,8989.65,2.88,6675.38,7281.55,CN,CR_HASH_030,Gas oils for diesel engines
2020-2801-1-10196-1,2020-2801-1-10196,2020,2801,King Fahd Causeway,IM,1,10196,12964,7/29/2020,2710192100,Gas oils for diesel engines,IN,IN,IN,IN,BH,BH,LTR,3912.07,0.99,EXW,1456.23,3.76,3872.95,3080.1,3463.74,Released,5,8,2801,197,,,CR_HASH_211,CR_HASH_049,,2020-07-29,2020-07,271019210000,27,271019,False,Import,1456.23,3872.95,3.76,3080.1,3463.74,IN,CR_HASH_049,Gas oils for diesel engines
2020-2701-8-10197-1,2020-2701-8-10197,2020,2701,Khalifa Bin Salman Port,EX,8,10197,92718,1/30/2020,1006301000,Long-grain milled rice,BH,BH,BH,BH,AE,AE,KGM,4361.45,1.17,FOB,1918.69,1.92,5102.9,4361.45,5006.59,Released,1,1,2701,631,,,CR_HASH_199,,CR_HASH_037,2020-01-30,2020-01,100630100000,10,100630,True,Re-export,1918.69,5102.9,1.92,4361.45,5006.59,AE,CR_HASH_037,Long-grain milled rice
2020-2701-5-10198-1,2020-2701-5-10198,2020,2701,Khalifa Bin Salman Port,,5,10198,77867,12/11/2020,8471300000,Portable laptop computers,CN,CN,BH,BH,AE,AE,NMB,135.0,696.73,FOB,35366.01,3.42,94058.55,966.02,1021.4,Released,5,5,2701,191,,,CR_HASH_200,CR_HASH_011,,2020-12-11,2020-12,847130000000,84,847130,False,,35366.01,94058.55,3.42,966.02,1021.4,,CR_HASH_011,Portable laptop computers
2020-2701-2-10199-1,2020-2701-2-10199,2020,2701,Khalifa Bin Salman Port,IM,2,10199,58524,4/5/2020,1006301000,Long-grain milled rice,CN,CN,CN,CN,BH,BH,KGM,606.28,1.1,FOB,250.76,2.23,666.91,606.28,699.06,Pending,5,8,2701,737,,,CR_HASH_030,CR_HASH_035,,2020-04-05,2020-04,100630100000,10,100630,False,Import,250.76,666.91,2.23,606.28,699.06,CN,CR_HASH_035,Long-grain milled rice
2020-2601-7-10200-1,2020-2601-7-10200,2020,2601,Dry Port - Hidd,IM,7,10200,10865,1/28/2020,102211000,"Live cattle, pure-bred breeding",AE,AE,AE,AE,BH,BH,NMB,197.0,2239.22,FOB,165863.5,0.78,441126.34,1102.44,1284.96,Released,6,6,2601,207,,,CR_HASH_084,CR_HASH_049,,2020-01-28,2020-01,102211000000,10,102211,False,Import,165863.5,441126.34,0.78,1102.44,1284.96,AE,CR_HASH_049,"Live cattle, pure-bred breeding"
2020-2501-6-10201-1,2020-2501-6-10201,2020,2501,Bahrain International Airport,IM,6,10201,60280,4/11/2020,2710192100,Gas oils for diesel engines,CN,CN,US,US,BH,BH,LTR,14755.08,0.47,FOB,2607.52,3.19,6934.89,11184.19,11790.86,Released,3,4,2501,197,,,CR_HASH_173,CR_HASH_024,,2020-04-11,2020-04,271019210000,27,271019,False,Import,2607.52,6934.89,3.19,11184.19,11790.86,CN,CR_HASH_024,Gas oils for diesel engines
2020-2801-3-10202-1,2020-2801-3-10202,2020,2801,King Fahd Causeway,,3,10202,83125,12/3/2020,6109100000,Cotton t-shirts,DE,DE,BH,BH,DE,DE,NMB,136.0,2.7,FOB,138.07,1.5,367.2,542.52,587.55,Released,8,5,2801,591,,,CR_HASH_185,CR_HASH_041,,2020-12-03,2020-12,610910000000,61,610910,False,,138.07,367.2,1.5,542.52,587.55,,CR_HASH_041,Cotton t-shirts
2020-2501-8-10203-1,2020-2501-8-10203,2020,2501,Bahrain International Airport,IM,8,10203,58950,6/18/2020,8504400090,Static converters,CN,CN,CN,CN,BH,BH,NMB,137.0,171.5,FOB,8834.31,1.6,23495.5,115.42,134.82,Released,2,4,2501,628,,,CR_HASH_095,CR_HASH_022,,2020-06-18,2020-06,850440009000,85,850440,False,Import,8834.31,23495.5,1.6,115.42,134.82,CN,CR_HASH_022,Static converters
2020-2501-6-10204-1,2020-2501-6-10204,2020,2501,Bahrain International Airport,IM,6,10204,51717,11/20/2020,8471300000,Portable laptop computers,US,US,JP,JP,BH,BH,NMB,16.0,394.71,FOB,2374.58,2.44,6315.36,46.5,54.11,Released,7,1,2501,511,,,CR_HASH_069,CR_HASH_047,,2020-11-20,2020-11,847130000000,84,847130,False,Import,2374.58,6315.36,2.44,46.5,54.11,US,CR_HASH_047,Portable laptop computers
2020-2601-7-10205-1,2020-2601-7-10205,2020,2601,Dry Port - Hidd,IM,7,10205,13259,12/24/2020,8703221000,Passenger cars 1000-1500cc,CN,CN,CN,CN,BH,BH,NMB,43.0,7085.0,EXW,114550.28,2.56,304655.0,201.11,239.24,Released,1,1,2601,489,,,CR_HASH_080,CR_HASH_011,,2020-12-24,2020-12,870322100000,87,870322,False,Import,114550.28,304655.0,2.56,201.11,239.24,CN,CR_HASH_011,Passenger cars 1000-1500cc
2020-2801-2-10206-1,2020-2801-2-10206,2020,2801,King Fahd Causeway,IM,2,10206,37799,4/1/2020,9018390000,Medical syringes and needles,AE,AE,AE,AE,BH,BH,NMB,44.0,0.17,CIF,2.81,2.97,7.48,75.42,80.25,Released,2,4,2801,121,,,CR_HASH_079,CR_HASH_027,,2020-04-01,2020-04,901839000000,90,901839,False,Import,2.81,7.48,2.97,75.42,80.25,AE,CR_HASH_027,Medical syringes and needles
2020-2801-4-10207-1,2020-2801-4-10207,2020,2801,King Fahd Causeway,,4,10207,45274,6/29/2020,8517120000,Cellular telephones,AE,AE,BH,BH,CN,CN,NMB,141.0,261.2,EXW,13847.78,1.42,36829.2,715.88,857.63,Held,6,6,2801,477,,,CR_HASH_183,CR_HASH_005,,2020-06-29,2020-06,851712000000,85,851712,False,,13847.78,36829.2,1.42,715.88,857.63,,CR_HASH_005,Cellular telephones
2020-2601-4-10208-1,2020-2601-4-10208,2020,2601,Dry Port - Hidd,IM,4,10208,65135,2/15/2020,3923301000,Plastic bottles for packaging,AE,AE,US,US,BH,BH,NMB,62.0,0.8,EXW,18.65,1.17,49.6,57.78,68.67,Released,5,2,2601,705,,,CR_HASH_098,CR_HASH_028,,2020-02-15,2020-02,392330100000,39,392330,False,Import,18.65,49.6,1.17,57.78,68.67,AE,CR_HASH_028,Plastic bottles for packaging
2020-2601-3-10209-1,2020-2601-3-10209,2020,2601,Dry Port - Hidd,IM,3,10209,64342,2/13/2020,8517120000,Cellular telephones,SA,SA,US,US,BH,BH,NMB,164.0,1039.83,CIF,64120.08,3.15,170532.12,91.2,97.96,Released,7,4,2601,628,,,CR_HASH_031,CR_HASH_034,,2020-02-13,2020-02,851712000000,85,851712,False,Import,64120.08,170532.12,3.15,91.2,97.96,SA,CR_HASH_034,Cellular telephones
2020-2601-4-10210-1,2020-2601-4-10210,2020,2601,Dry Port - Hidd,IM,4,10210,17729,6/22/2020,6109100000,Cotton t-shirts,JP,JP,JP,JP,BH,BH,NMB,103.0,4.7,EXW,182.02,0.55,484.1,415.96,456.82,Released,2,9,2601,849,,,CR_HASH_148,CR_HASH_035,,2020-06-22,2020-06,610910000000,61,610910,False,Import,182.02,484.1,0.55,415.96,456.82,JP,CR_HASH_035,Cotton t-shirts
2020-2501-8-10211-1,2020-2501-8-10211,2020,2501,Bahrain International Airport,IM,8,10211,23315,3/22/2020,3923301000,Plastic bottles for packaging,DE,DE,SA,SA,BH,BH,NMB,34.0,0.3,FOB,3.84,2.83,10.2,56.16,65.51,Pending,2,4,2501,718,,,CR_HASH_218,CR_HASH_010,,2020-03-22,2020-03,392330100000,39,392330,False,Import,3.84,10.2,2.83,56.16,65.51,DE,CR_HASH_010,Plastic bottles for packaging
2020-2701-1-10212-1,2020-2701-1-10212,2020,2701,Khalifa Bin Salman Port,,1,10212,40461,2/27/2020,2710192100,Gas oils for diesel engines,CN,CN,BH,BH,US,US,LTR,18323.39,1.02,CIF,7027.39,1.78,18689.86,15912.69,17322.12,Released,6,9,2701,264,,,CR_HASH_231,CR_HASH_027,,2020-02-27,2020-02,271019210000,27,271019,False,,7027.39,18689.86,1.78,15912.69,17322.12,,CR_HASH_027,Gas oils for diesel engines
2020-2601-2-10213-1,2020-2601-2-10213,2020,2601,Dry Port - Hidd,IM,2,10213,88758,4/3/2020,6109100000,Cotton t-shirts,IN,IN,IN,IN,BH,BH,NMB,51.0,14.1,CIF,270.38,1.75,719.1,297.08,343.85,Released,7,1,2601,745,,,CR_HASH_032,CR_HASH_030,,2020-04-03,2020-04,610910000000,61,610910,False,Import,270.38,719.1,1.75,297.08,343.85,IN,CR_HASH_030,Cotton t-shirts
2020-2501-1-10214-1,2020-2501-1-10214,2020,2501,Bahrain International Airport,IM,1,10214,92243,8/9/2020,8504400090,Static converters,CN,CN,CN,CN,BH,BH,NMB,49.0,43.36,FOB,798.86,3.03,2124.64,315.14,369.75,Released,5,8,2501,688,,,CR_HASH_035,CR_HASH_016,,2020-08-09,2020-08,850440009000,85,850440,False,Import,798.86,2124.64,3.03,315.14,369.75,CN,CR_HASH_016,Static converters
2020-2501-8-10215-1,2020-2501-8-10215,2020,2501,Bahrain International Airport,IM,8,10215,63098,2/18/2020,3923301000,Plastic bottles for packaging,CN,CN,CN,CN,BH,BH,NMB,150.0,0.68,FOB,38.35,0.86,102.0,170.04,198.29,Released,7,7,2501,332,,,CR_HASH_025,CR_HASH_033,,2020-02-18,2020-02,392330100000,39,392330,False,Import,38.35,102.0,0.86,170.04,198.29,CN,CR_HASH_033,Plastic bottles for packaging
2020-2601-9-10216-1,2020-2601-9-10216,2020,2601,Dry Port - Hidd,EX,9,10216,39354,4/17/2020,1006301000,Long-grain milled rice,BH,BH,BH,BH,JP,JP,KGM,3521.13,0.71,FOB,940.0,2.27,2500.0,3521.13,3745.55,Released,4,7,2601,632,,,CR_HASH_190,,CR_HASH_029,2020-04-17,2020-04,100630100000,10,100630,True,Re-export,940.0,2500.0,2.27,3521.13,3745.55,JP,CR_HASH_029,Long-grain milled rice
2020-2501-6-10217-1,2020-2501-6-10217,2020,2501,Bahrain International Airport,IM,6,10217,43525,6/22/2020,8517120000,Cellular telephones,IN,IN,IN,IN,BH,BH,NMB,63.0,255.42,CIF,6050.39,1.54,16091.46,210.1,245.5,Released,9,2,2501,734,,,CR_HASH_095,CR_HASH_004,,2020-06-22,2020-06,851712000000,85,851712,False,Import,6050.39,16091.46,1.54,210.1,245.5,IN,CR_HASH_004,Cellular telephones
2020-2701-9-10218-1,2020-2701-9-10218,2020,2701,Khalifa Bin Salman Port,IM,9,10218,25833,9/19/2020,8471300000,Portable laptop computers,JP,JP,US,US,BH,BH,NMB,61.0,563.1,FOB,12915.26,3.39,34349.1,235.18,273.38,Released,9,8,2701,323,,,CR_HASH_053,CR_HASH_048,,2020-09-19,2020-09,847130000000,84,847130,False,Import,12915.26,34349.1,3.39,235.18,273.38,JP,CR_HASH_048,Portable laptop computers
2020-2801-5-10219-1,2020-2801-5-10219,2020,2801,King Fahd Causeway,IM,5,10219,34290,3/16/2020,8471300000,Portable laptop computers,US,US,US,US,BH,BH,NMB,165.0,658.84,CIF,40874.43,2.49,108708.6,270.18,292.43,Released,2,3,2801,247,,,CR_HASH_162,CR_HASH_025,,2020-03-16,2020-03,847130000000,84,847130,False,Import,40874.43,108708.6,2.49,270.18,292.43,US,CR_HASH_025,Portable laptop computers
2020-2601-4-10220-1,2020-2601-4-10220,2020,2601,Dry Port - Hidd,IM,4,10220,58525,11/19/2020,8471300000,Portable laptop computers,SA,SA,SA,SA,BH,BH,NMB,89.0,416.31,EXW,13931.4,4.41,37051.59,55.35,66.12,Released,9,6,2601,403,,,CR_HASH_018,CR_HASH_040,,2020-11-19,2020-11,847130000000,84,847130,False,Import,13931.4,37051.59,4.41,55.35,66.12,SA,CR_HASH_040,Portable laptop computers
2020-2701-1-10221-1,2020-2701-1-10221,2020,2701,Khalifa Bin Salman Port,IM,1,10221,77102,1/3/2020,6109100000,Cotton t-shirts,JP,JP,IN,IN,BH,BH,NMB,154.0,4.89,FOB,283.15,4.64,753.06,442.3,478.03,Released,8,2,2701,923,,,CR_HASH_116,CR_HASH_023,,2020-01-03,2020-01,610910000000,61,610910,False,Import,283.15,753.06,4.64,442.3,478.03,JP,CR_HASH_023,Cotton t-shirts
2020-2801-4-10222-1,2020-2801-4-10222,2020,2801,King Fahd Causeway,IM,4,10222,27587,3/6/2020,3923301000,Plastic bottles for packaging,US,US,US,US,BH,BH,NMB,26.0,0.13,CIF,1.27,3.92,3.38,46.14,55.04,Pending,3,6,2801,153,,,CR_HASH_116,CR_HASH_011,,2020-03-06,2020-03,392330100000,39,392330,False,Import,1.27,3.38,3.92,46.14,55.04,US,CR_HASH_011,Plastic bottles for packaging
2020-2701-3-10223-1,2020-2701-3-10223,2020,2701,Khalifa Bin Salman Port,EX,3,10223,10420,9/4/2020,8504400090,Static converters,BH,BH,BH,BH,US,US,NMB,129.0,71.07,FOB,3447.18,3.35,9168.03,311.39,360.18,Released,2,7,2701,705,,,CR_HASH_149,,CR_HASH_033,2020-09-04,2020-09,850440009000,85,850440,True,Re-export,3447.18,9168.03,3.35,311.39,360.18,US,CR_HASH_033,Static converters
2020-2601-9-10224-1,2020-2601-9-10224,2020,2601,Dry Port - Hidd,IM,9,10224,21598,10/23/2020,102211000,"Live cattle, pure-bred breeding",US,US,US,US,BH,BH,NMB,130.0,1365.04,FOB,66723.16,4.75,177455.2,253.18,286.41,Released,2,4,2601,310,,,CR_HASH_041,CR_HASH_013,,2020-10-23,2020-10,102211000000,10,102211,False,Import,66723.16,177455.2,4.75,253.18,286.41,US,CR_HASH_013,"Live cattle, pure-bred breeding"
2020-2701-1-10225-1,2020-2701-1-10225,2020,2701,Khalifa Bin Salman Port,EX,1,10225,11449,11/25/2020,6109100000,Cotton t-shirts,BH,BH,BH,BH,IN,IN,NMB,9.0,11.38,CIF,38.51,1.28,102.42,8.34,9.73,Released,9,1,2701,157,,,CR_HASH_010,,CR_HASH_019,2020-11-25,2020-11,610910000000,61,610910,True,Re-export,38.51,102.42,1.28,8.34,9.73,IN,CR_HASH_019,Cotton t-shirts
2020-2801-4-10226-1,2020-2801-4-10226,2020,2801,King Fahd Causeway,EX,4,10226,41846,4/9/2020,6109100000,Cotton t-shirts,BH,BH,BH,BH,CN,CN,NMB,7.0,11.25,EXW,29.61,1.34,78.75,3.54,4.03,Released,5,3,2801,141,,,CR_HASH_184,,CR_HASH_015,2020-04-09,2020-04,610910000000,61,610910,True,Re-export,29.61,78.75,1.34,3.54,4.03,CN,CR_HASH_015,Cotton t-shirts
2020-2801-1-10227-1,2020-2801-1-10227,2020,2801,King Fahd Causeway,,1,10227,72157,1/26/2020,8504400090,Static converters,DE,DE,BH,BH,DE,DE,NMB,183.0,98.66,CIF,6788.6,1.35,18054.78,1072.73,1223.04,Released,5,1,2801,821,,,CR_HASH_036,CR_HASH_004,,2020-01-26,2020-01,850440009000,85,850440,False,,6788.6,18054.78,1.35,1072.73,1223.04,,CR_HASH_004,Static converters
2020-2601-9-10228-1,2020-2601-9-10228,2020,2601,Dry Port - Hidd,,9,10228,10392,8/9/2020,6109100000,Cotton t-shirts,SA,SA,BH,BH,AE,AE,NMB,134.0,11.24,CIF,566.32,4.72,1506.16,938.34,1036.59,Released,7,3,2601,832,,,CR_HASH_011,CR_HASH_035,,2020-08-09,2020-08,610910000000,61,610910,False,,566.32,1506.16,4.72,938.34,1036.59,,CR_HASH_035,Cotton t-shirts
2020-2801-2-10229-1,2020-2801-2-10229,2020,2801,King Fahd Causeway,EX,2,10229,64690,6/28/2020,8471300000,Portable laptop computers,BH,BH,BH,BH,IN,IN,NMB,12.0,202.35,CIF,913.0,2.99,2428.2,18.9,20.66,Released,7,2,2801,682,,,CR_HASH_073,,CR_HASH_010,2020-06-28,2020-06,847130000000,84,847130,True,Re-export,913.0,2428.2,2.99,18.9,20.66,IN,CR_HASH_010,Portable laptop computers
2020-2601-3-10230-1,2020-2601-3-10230,2020,2601,Dry Port - Hidd,EX,3,10230,68444,10/5/2020,8703221000,Passenger cars 1000-1500cc,BH,BH,BH,BH,SA,SA,NMB,116.0,8086.07,FOB,352682.03,2.38,937984.12,860.78,1022.18,Pending,1,1,2601,309,,,CR_HASH_024,,CR_HASH_037,2020-10-05,2020-10,870322100000,87,870322,True,Re-export,352682.03,937984.12,2.38,860.78,1022.18,SA,CR_HASH_037,Passenger cars 1000-1500cc
2020-2501-1-10231-1,2020-2501-1-10231,2020,2501,Bahrain International Airport,EX,1,10231,32861,1/23/2020,3923301000,Plastic bottles for packaging,BH,BH,BH,BH,IN,IN,NMB,19.0,0.35,FOB,2.5,0.56,6.65,93.61,100.35,Held,3,1,2501,397,,,CR_HASH_213,,CR_HASH_037,2020-01-23,2020-01,392330100000,39,392330,True,Re-export,2.5,6.65,0.56,93.61,100.35,IN,CR_HASH_037,Plastic bottles for packaging
2020-2601-5-10232-1,2020-2601-5-10232,2020,2601,Dry Port - Hidd,IM,5,10232,53515,11/1/2020,9018390000,Medical syringes and needles,IN,IN,IN,IN,BH,BH,NMB,7.0,0.36,CIF,0.95,1.0,2.52,13.73,15.75,Released,2,5,2601,429,,,CR_HASH_190,CR_HASH_017,,2020-11-01,2020-11,901839000000,90,901839,False,Import,0.95,2.52,1.0,13.73,15.75,IN,CR_HASH_017,Medical syringes and needles
2020-2701-2-10233-1,2020-2701-2-10233,2020,2701,Khalifa Bin Salman Port,IM,2,10233,80801,2/6/2020,8471300000,Portable laptop computers,US,US,US,US,BH,BH,NMB,27.0,770.17,CIF,7818.77,1.02,20794.59,195.4,221.67,Held,6,3,2701,410,,,CR_HASH_178,CR_HASH_046,,2020-02-06,2020-02,847130000000,84,847130,False,Import,7818.77,20794.59,1.02,195.4,221.67,US,CR_HASH_046,Portable laptop computers
2020-2801-6-10234-1,2020-2801-6-10234,2020,2801,King Fahd Causeway,IM,6,10234,19129,4/13/2020,9018390000,Medical syringes and needles,CN,CN,CN,CN,BH,BH,NMB,61.0,0.49,EXW,11.24,3.04,29.89,47.57,55.69,Released,2,1,2801,104,,,CR_HASH_118,CR_HASH_005,,2020-04-13,2020-04,901839000000,90,901839,False,Import,11.24,29.89,3.04,47.57,55.69,CN,CR_HASH_005,Medical syringes and needles
2020-2501-7-10235-1,2020-2501-7-10235,2020,2501,Bahrain International Airport,IM,7,10235,94444,1/30/2020,102211000,"Live cattle, pure-bred breeding",CN,CN,CN,CN,BH,BH,NMB,15.0,1611.04,EXW,9086.27,3.18,24165.6,93.38,111.38,Released,6,7,2501,738,,,CR_HASH_081,CR_HASH_007,,2020-01-30,2020-01,102211000000,10,102211,False,Import,9086.27,24165.6,3.18,93.38,111.38,CN,CR_HASH_007,"Live cattle, pure-bred breeding"
2020-2701-5-10236-1,2020-2701-5-10236,2020,2701,Khalifa Bin Salman Port,IM,5,10236,18480,7/27/2020,9018390000,Medical syringes and needles,CN,CN,CN,CN,BH,BH,NMB,36.0,0.29,CIF,3.93,3.37,10.44,27.07,29.54,Released,1,6,2701,222,,,CR_HASH_121,CR_HASH_006,,2020-07-27,2020-07,901839000000,90,901839,False,Import,3.93,10.44,3.37,27.07,29.54,CN,CR_HASH_006,Medical syringes and needles
2020-2501-1-10237-1,2020-2501-1-10237,2020,2501,Bahrain International Airport,EX,1,10237,43308,6/3/2020,8517120000,Cellular telephones,BH,BH,BH,BH,AE,AE,NMB,87.0,488.02,EXW,15964.11,2.74,42457.74,364.25,409.07,Held,5,2,2501,123,,,CR_HASH_003,,CR_HASH_048,2020-06-03,2020-06,851712000000,85,851712,True,Re-export,15964.11,42457.74,2.74,364.25,409.07,AE,CR_HASH_048,Cellular telephones
2020-2801-5-10238-1,2020-2801-5-10238,2020,2801,King Fahd Causeway,EX,5,10238,38860,2/19/2020,2710192100,Gas oils for diesel engines,BH,BH,BH,BH,CN,CN,LTR,5490.81,0.12,CIF,247.75,4.7,658.9,4186.07,4411.39,Held,9,5,2801,590,,,CR_HASH_118,,CR_HASH_030,2020-02-19,2020-02,271019210000,27,271019,True,Re-export,247.75,658.9,4.7,4186.07,4411.39,CN,CR_HASH_030,Gas oils for diesel engines
2020-2701-4-10239-1,2020-2701-4-10239,2020,2701,Khalifa Bin Salman Port,IM,4,10239,73690,10/14/2020,102211000,"Live cattle, pure-bred breeding",CN,CN,CN,CN,BH,BH,NMB,97.0,2053.68,CIF,74901.82,3.22,199206.96,57.57,64.2,Held,2,8,2701,937,,,CR_HASH_016,CR_HASH_040,,2020-10-14,2020-10,102211000000,10,102211,False,Import,74901.82,199206.96,3.22,57.57,64.2,CN,CR_HASH_040,"Live cattle, pure-bred breeding"
2020-2501-8-10240-1,2020-2501-8-10240,2020,2501,Bahrain International Airport,EX,8,10240,26861,5/28/2020,9018390000,Medical syringes and needles,BH,BH,BH,BH,CN,CN,NMB,101.0,0.15,FOB,5.7,2.86,15.15,70.35,76.43,Released,8,8,2501,362,,,CR_HASH_113,,CR_HASH_018,2020-05-28,2020-05,901839000000,90,901839,True,Re-export,5.7,15.15,2.86,70.35,76.43,CN,CR_HASH_018,Medical syringes and needles
2020-2701-2-10241-1,2020-2701-2-10241,2020,2701,Khalifa Bin Salman Port,IM,2,10241,39646,11/26/2020,2710192100,Gas oils for diesel engines,AE,AE,AE,AE,BH,BH,LTR,16524.57,0.44,FOB,2733.82,0.65,7270.81,15022.57,17102.35,Released,2,9,2701,134,,,CR_HASH_220,CR_HASH_038,,2020-11-26,2020-11,271019210000,27,271019,False,Import,2733.82,7270.81,0.65,15022.57,17102.35,AE,CR_HASH_038,Gas oils for diesel engines
2020-2601-2-10242-1,2020-2601-2-10242,2020,2601,Dry Port - Hidd,IM,2,10242,34753,1/9/2020,1006301000,Long-grain milled rice,SA,SA,SA,SA,BH,BH,KGM,1845.96,1.02,FOB,707.96,3.18,1882.88,1845.96,2026.33,Released,3,7,2601,396,,,CR_HASH_045,CR_HASH_017,,2020-01-09,2020-01,100630100000,10,100630,False,Import,707.96,1882.88,3.18,1845.96,2026.33,SA,CR_HASH_017,Long-grain milled rice
2020-2701-3-10243-1,2020-2701-3-10243,2020,2701,Khalifa Bin Salman Port,EX,3,10243,55651,8/2/2020,6109100000,Cotton t-shirts,BH,BH,BH,BH,CN,CN,NMB,80.0,7.73,EXW,232.52,0.55,618.4,553.1,594.29,Released,6,9,2701,573,,,CR_HASH_034,,CR_HASH_018,2020-08-02,2020-08,610910000000,61,610910,True,Re-export,232.52,618.4,0.55,553.1,594.29,CN,CR_HASH_018,Cotton t-shirts
